Entity_Name	Entity_type	Gene_Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode_of_pathogenicity	EnsemblId_GRch37	EnsemblId_GRch38	HGNC	Position_Chromosome	Position_GRCh37_Start	Position_GRCh37_End	Position_GRCh38_Start	Position_GRCh38_End	STR_Repeated_Sequence	STR_Normal_Repeats	STR_Pathogenic_Repeats	Region_Haploinsufficiency_Score	Region_Triplosensitivity_Score	Region_Required_Overlap_Percentage	Region_Variant_Type	Region_Verbose_Name
SFTPB	gene	SFTPB	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Surfactant metabolism dysfunction, pulmonary, 1, 265120 (3)						False	3	0;0;0	1.3	False		ENSG00000168878	ENSG00000168878	HGNC:10801													
SGCA	gene	SGCA	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, limb-girdle, type 2D, 608099 (3)						False	3	0;0;0	1.3	False		ENSG00000108823	ENSG00000108823	HGNC:10805													
SGCB	gene	SGCB	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, limb-girdle, type 2E, 604286 (3)						False	3	0;0;0	1.3	False		ENSG00000163069	ENSG00000163069	HGNC:10806													
SGCD	gene	SGCD	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, limb-girdle, type 2F, 601287 (3)						False	3	0;0;0	1.3	False		ENSG00000170624	ENSG00000170624	HGNC:10807													
SGCG	gene	SGCG	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy, limb-girdle, type 2C, 253700 (3)						False	3	0;0;0	1.3	False		ENSG00000102683	ENSG00000102683	HGNC:10809													
SGPL1	gene	SGPL1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome 14, 617575 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000166224	ENSG00000166224	HGNC:10817													
SGSH	gene	SGSH	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidisis type IIIA (Sanfilippo A), 252900 (3)						False	3	0;0;0	1.3	False		ENSG00000181523	ENSG00000181523	HGNC:10818													
SH2D1A	gene	SH2D1A	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Lymphoproliferative syndrome, X-linked, 1, 308240 (3)						False	3	0;0;0	1.3	False		ENSG00000183918	ENSG00000183918	HGNC:10820													
SH3PXD2B	gene	SH3PXD2B	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Frank-ter Haar syndrome, 249420 (3)						False	3	0;0;0	1.3	False		ENSG00000174705	ENSG00000174705	HGNC:29242													
SH3TC2	gene	SH3TC2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Charcot-Marie-Tooth disease, type 4C, 601596 (3)						False	3	0;0;0	1.3	False		ENSG00000169247	ENSG00000169247	HGNC:29427													
SIL1	gene	SIL1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Marinesco-Sjogren syndrome, 248800 (3)						False	3	0;0;0	1.3	False		ENSG00000120725	ENSG00000120725	HGNC:24624													
SKIV2L	gene	SKIV2L	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Trichohepatoenteric syndrome 2, 614602 (3)						False	3	0;0;0	1.3	False		ENSG00000204351	ENSG00000204351	HGNC:10898													
SLC12A1	gene	SLC12A1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 1, 601678 (3)						False	3	0;0;0	1.3	False		ENSG00000074803	ENSG00000074803	HGNC:10910													
SLC12A5	gene	SLC12A5	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Epileptic encephalopathy, early infantile, 34, 616645 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000124140	ENSG00000124140	HGNC:13818													
SLC12A6	gene	SLC12A6	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Agenesis of the corpus callosum with peripheral neuropathy, 218000 (3)						False	3	0;0;0	1.3	False		ENSG00000140199	ENSG00000140199	HGNC:10914													
SLC13A5	gene	SLC13A5	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Epileptic encephalopathy, early infantile, 25, 615905 (3)						False	3	0;0;0	1.3	False		ENSG00000141485	ENSG00000141485	HGNC:23089													
SLC16A1	gene	SLC16A1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Monocarboxylate transporter 1 deficiency, 616095 (3)						False	3	0;0;0	1.3	False		ENSG00000155380	ENSG00000155380	HGNC:10922													
SLC16A2	gene	SLC16A2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Allan-Herndon-Dudley syndrome						False	3	0;0;0	1.3	False		ENSG00000147100	ENSG00000147100	HGNC:10923													
SLC17A5	gene	SLC17A5	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Sialic acid storage disorder, infantile, 269920 (3)						False	3	0;0;0	1.3	False		ENSG00000119899	ENSG00000119899	HGNC:10933													
SLC19A2	gene	SLC19A2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Thiamine-responsive megaloblastic anemia syndrome, 249270 (3)						False	3	0;0;0	1.3	False		ENSG00000117479	ENSG00000117479	HGNC:10938													
SLC19A3	gene	SLC19A3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2), 607483 (3)						False	3	0;0;0	1.3	False		ENSG00000135917	ENSG00000135917	HGNC:16266													
SLC1A4	gene	SLC1A4	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Spastic tetraplegia, thin corpus callosum, and progressive microcephaly, 616657 (3)						False	3	0;0;0	1.3	False		ENSG00000115902	ENSG00000115902	HGNC:10942													
SLC22A5	gene	SLC22A5	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Carnitine deficiency, systemic primary, 212140 (3)						False	3	0;0;0	1.3	False		ENSG00000197375	ENSG00000197375	HGNC:10969													
SLC24A5	gene	SLC24A5	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Albinism, oculocutaneous, type VI, 113750 (3)						False	3	0;0;0	1.3	False		ENSG00000188467	ENSG00000188467	HGNC:20611													
SLC25A1	gene	SLC25A1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Combined D-2- and L-2-hydroxyglutaric aciduria, 615182 (3)						False	3	0;0;0	1.3	False		ENSG00000100075	ENSG00000100075	HGNC:10979													
SLC25A13	gene	SLC25A13	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Citrullinemia, type II, neonatal-onset, 605814 (3)						False	3	0;0;0	1.3	False		ENSG00000004864	ENSG00000004864	HGNC:10983													
SLC25A15	gene	SLC25A15	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome, 238970 (3)						False	3	0;0;0	1.3	False		ENSG00000102743	ENSG00000102743	HGNC:10985													
SLC25A19	gene	SLC25A19	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type), 613710 (progressive polyneuropathy type), 613710						False	3	0;0;0	1.3	False		ENSG00000125454	ENSG00000125454	HGNC:14409													
SLC25A22	gene	SLC25A22	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Epileptic encephalopathy, early infantile, 3, 609304 (3)						False	3	0;0;0	1.3	False		ENSG00000177542	ENSG00000177542	HGNC:19954													
SLC25A38	gene	SLC25A38	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive, 205950 (3)						False	3	0;0;0	1.3	False		ENSG00000144659	ENSG00000144659	HGNC:26054													
SLC25A46	gene	SLC25A46	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Neuropathy, hereditary motor and sensory, type VIB, 616505 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000164209	ENSG00000164209	HGNC:25198													
SLC26A2	gene	SLC26A2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Achondrogenesis Ib, 600972 (3)						False	3	0;0;0	1.3	False		ENSG00000155850	ENSG00000155850	HGNC:10994													
SLC26A3	gene	SLC26A3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Diarrhea 1, secretory chloride, congenital, 214700 (3)						False	3	0;0;0	1.3	False		ENSG00000091138	ENSG00000091138	HGNC:3018													
SLC29A3	gene	SLC29A3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Histiocytosis-lymphadenopathy plus syndrome, 602782 (3)						False	3	0;0;0	1.3	False		ENSG00000198246	ENSG00000198246	HGNC:23096													
SLC2A10	gene	SLC2A10	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Arterial tortuosity syndrome, 208050 (3)						False	3	0;0;0	1.3	False		ENSG00000197496	ENSG00000197496	HGNC:13444													
SLC2A2	gene	SLC2A2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Fanconi-Bickel syndrome, 227810 (3)						False	3	0;0;0	1.3	False		ENSG00000163581	ENSG00000163581	HGNC:11006													
SLC30A10	gene	SLC30A10	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Hypermanganesemia with dystonia, polycythemia, and cirrhosis, 613280 (3)						False	3	0;0;0	1.3	False		ENSG00000196660	ENSG00000196660	HGNC:25355													
SLC33A1	gene	SLC33A1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Congenital cataracts, hearing loss, and neurodegeneration, 614482 (3)						False	3	0;0;0	1.3	False		ENSG00000169359	ENSG00000169359	HGNC:95													
SLC35A3	gene	SLC35A3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis, mental retardation, and seizures (MIM615553)				28777481;28328131;24031089		False	3	0;0;0	1.3	False		ENSG00000117620	ENSG00000117620	HGNC:11023													
SLC35D1	gene	SLC35D1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Schneckenbecken dysplasia, 269250 (3)						False	3	0;0;0	1.3	False		ENSG00000116704	ENSG00000116704	HGNC:20800													
SLC37A4	gene	SLC37A4	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Glycogen storage disease Ib, 232220 (3)						False	3	0;0;0	1.3	False		ENSG00000137700	ENSG00000137700	HGNC:4061													
SLC38A8	gene	SLC38A8	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis, 609218 (3)						False	3	0;0;0	1.3	False		ENSG00000166558	ENSG00000166558	HGNC:32434													
SLC39A14	gene	SLC39A14	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Hypermanganesemia with dystonia 2, 617013 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000104635	ENSG00000104635	HGNC:20858													
SLC39A4	gene	SLC39A4	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Acrodermatitis enteropathica, 201100 (3)						False	3	0;0;0	1.3	False		ENSG00000147804	ENSG00000147804	HGNC:17129													
SLC39A8	gene	SLC39A8	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type IIn, 616721 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000138821	ENSG00000138821	HGNC:20862													
SLC45A2	gene	SLC45A2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Albinism, oculocutaneous, type IV, 606574 (3)						False	3	0;0;0	1.3	False		ENSG00000164175	ENSG00000164175	HGNC:16472													
SLC46A1	gene	SLC46A1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Folate malabsorption, hereditary, 229050 (3)						False	3	0;0;0	1.3	False		ENSG00000076351	ENSG00000076351	HGNC:30521													
SLC4A1	gene	SLC4A1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Renal tubular acidosis, distal, AR, 611590 (3)						False	3	0;0;0	1.3	False		ENSG00000004939	ENSG00000004939	HGNC:11027													
SLC4A4	gene	SLC4A4	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Renal tubular acidosis, proximal, with ocular abnormalities, 604278 (3)						False	3	0;0;0	1.3	False		ENSG00000080493	ENSG00000080493	HGNC:11030													
SLC52A2	gene	SLC52A2	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Brown-Vialetto-Van Laere syndrome 2, 614707 (3)						False	3	0;0;0	1.3	False		ENSG00000185803	ENSG00000185803	HGNC:30224													
SLC52A3	gene	SLC52A3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Brown-Vialetto-Van Laere syndrome 1, 211530 (3)						False	3	0;0;0	1.3	False		ENSG00000101276	ENSG00000101276	HGNC:16187													
SLC5A7	gene	SLC5A7	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Myasthenic syndrome, congenital, 20, presynaptic, 617143 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000115665	ENSG00000115665	HGNC:14025													
SLC6A3	gene	SLC6A3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Parkinsonism-dystonia, infantile, 613135 (3)						False	3	0;0;0	1.3	False		ENSG00000142319	ENSG00000142319	HGNC:11049													
SLC6A5	gene	SLC6A5	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Hyperekplexia 3, 614618 (3)						False	3	0;0;0	1.3	False		ENSG00000165970	ENSG00000165970	HGNC:11051													
SLC6A8	gene	SLC6A8	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Cerebral creatine deficiency syndrome 1, 300352 (3)						False	3	0;0;0	1.3	False		ENSG00000130821	ENSG00000130821	HGNC:11055													
SLC7A7	gene	SLC7A7	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Lysinuric protein intolerance, 222700 (3)						False	3	0;0;0	1.3	False		ENSG00000155465	ENSG00000155465	HGNC:11065													
SLC9A3	gene	SLC9A3	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Diarrhea 8, secretory sodium, congenital, 616868 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000066230	ENSG00000066230	HGNC:11073													
SLC9A6	gene	SLC9A6	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked syndromic, Christianson type						False	3	0;0;0	1.3	False		ENSG00000198689	ENSG00000198689	HGNC:11079													
SMARCAL1	gene	SMARCAL1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Schimke immunoosseous dysplasia, 242900 (3)						False	3	0;0;0	1.3	False		ENSG00000138375	ENSG00000138375	HGNC:11102													
SMN1	gene	SMN1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Spinal muscular atrophy-1, 253300 (3)						False	3	0;0;0	1.3	False		ENSG00000172062	ENSG00000172062	HGNC:11117													
SMPD1	gene	SMPD1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Niemann-Pick disease, type A, 257200 (3)						False	3	0;0;0	1.3	False		ENSG00000166311	ENSG00000166311	HGNC:11120													
SMS	gene	SMS	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked, Snyder-Robinson type, 309583 (3)						False	3	0;0;0	1.3	False		ENSG00000102172	ENSG00000102172	HGNC:11123													
SNAP29	gene	SNAP29	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome, 609528 (3)						False	3	0;0;0	1.3	False		ENSG00000099940	ENSG00000099940	HGNC:11133													
SNX14	gene	SNX14	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 20, 616354 (3)						False	3	0;0;0	1.3	False		ENSG00000135317	ENSG00000135317	HGNC:14977													
SOST	gene	SOST	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Sclerosteosis 1, 269500 (3)						False	3	0;0;0	1.3	False		ENSG00000167941	ENSG00000167941	HGNC:13771													
SP110	gene	SP110	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Hepatic venoocclusive disease with immunodeficiency, 235550 (3)						False	3	0;0;0	1.3	False		ENSG00000135899	ENSG00000135899	HGNC:5401													
SPAG1	gene	SPAG1	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Ciliary dyskinesia, primary, 28, 615505 (3)						False	3	0;0;0	1.3	False		ENSG00000104450	ENSG00000104450	HGNC:11212													
SPART	gene	SPART	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Troyer syndrome (MIM#275900);SPG20;MONDO:0010156				31535723;28875386;28679690		False	3	100;0;0	1.3	True		ENSG00000133104	ENSG00000133104	HGNC:18514													
SPATA5	gene	SPATA5	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Epilepsy, hearing loss, and mental retardation syndrome, 616577 (3), Autosomal recessive						False	3	0;0;0	1.3	False		ENSG00000145375	ENSG00000145375	HGNC:18119													
SPATA7	gene	SPATA7	Expert Review Green;Mackenzie's Mission	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Leber congenital amaurosis 3, 604232 (3)						False	3	0;0;0	1.3	False		ENSG00000042317	ENSG00000042317	HGNC:20423													
SPEG	gene	SPEG	Expert Review;Expert Review Green	Prepair 1000+		Screening	BIALLELIC, autosomal or pseudoautosomal	Centronuclear myopathy 5, MIM# 615959				29614691;30157964;25087613;29474540;31625632;28624463;26578207;30412272		False	3	0;0;0	1.3	False		ENSG00000072195	ENSG00000072195	HGNC:16901													
